question,truth
621_1776_0,0
548_1845_0,0
578_1625_0,0
147_1714_0,0
474_1946_0,0
530_1746_0,0
428_1721_0,0
979_2045_0,0
963_1165_0,0
434_1171_0,0
481_1875_0,0
447_2104_0,0
716_1774_0,0
258_1395_1,1
103_1291_1,1
372_1531_0,0
692_1867_0,0
480_2094_0,0
866_1481_0,0
468_1824_0,0
218_1112_0,0
701_1637_1,1
841_1759_0,0
637_1650_0,0
846_1907_0,0
293_1168_0,0
941_2073_0,0
966_1154_0,0
905_1711_0,0
734_1781_0,0
611_1804_0,0
831_2136_0,0
1040_1168_0,0
499_1960_0,0
251_1716_0,0
748_2020_0,0
520_1619_0,0
936_1100_0,0
577_1687_0,0
916_2092_0,0
97_1179_0,0
298_1535_0,0
662_1753_0,0
665_1417_0,0
687_1919_1,1
490_2018_0,0
482_1873_1,1
924_2087_0,0
977_2058_0,0
1055_1932_0,0
352_1287_1,1
585_1745_0,0
941_1500_0,0
294_1259_0,0
789_1687_0,0
1039_1816_0,0
674_1865_0,0
611_1803_1,1
42_1882_0,0
351_1711_0,0
648_2115_0,0
842_1500_0,0
525_1635_0,0
850_2053_0,0
490_1666_0,0
1032_1601_0,0
482_1655_0,0
942_1593_0,0
577_1688_0,0
949_1624_0,0
444_1662_0,0
1024_1355_0,0
83_1150_1,1
578_2008_0,0
1032_2136_0,0
1004_1423_0,0
619_1776_0,0
857_2071_0,0
33_1599_0,0
819_1885_0,0
176_1265_1,1
907_1557_0,0
501_1642_0,0
189_1954_0,0
257_1599_0,0
964_1170_0,0
878_1749_0,0
436_1108_0,0
964_2132_1,1
699_1856_0,0
627_1554_0,0
856_1650_0,0
45_1277_0,0
808_2042_0,0
683_1967_0,0
360_1390_1,1
805_1745_0,0
261_1195_0,0
740_2029_0,0
171_1379_0,0
895_1683_0,0
594_1497_0,0
445_1962_0,0
432_1128_0,0
477_1992_0,0
1067_1878_0,0
861_1939_1,1
723_1883_1,1
535_1723_0,0
721_1863_0,0
546_1732_0,0
874_1812_0,0
547_1816_0,0
169_1327_0,0
1062_1661_0,0
351_1655_0,0
1018_1594_0,0
628_1553_0,0
569_2053_0,0
82_1741_0,0
182_1620_0,0
670_1874_0,0
548_1675_1,1
419_1377_1,1
884_1340_0,0
1065_1176_1,1
191_1417_0,0
112_1437_1,1
1061_1501_0,0
108_1506_0,0
963_1168_0,0
988_1873_0,0
616_1720_0,0
678_1921_1,1
987_1801_0,0
758_1694_0,0
481_1497_0,0
405_1710_1,1
266_1446_1,1
75_2167_0,0
547_1840_0,0
496_1496_0,0
275_1244_0,0
954_1269_0,0
564_1844_0,0
949_1618_0,0
790_1543_0,0
734_1878_0,0
330_2157_0,0
575_1726_0,0
858_1701_0,0
671_1906_0,0
168_1240_0,0
1040_2056_0,0
317_1879_0,0
497_1638_0,0
796_1897_0,0
1067_1236_0,0
1001_2030_0,0
135_1090_0,0
950_2008_0,0
891_1991_0,0
400_1369_0,0
596_1689_0,0
873_1690_1,1
231_1845_0,0
725_1917_0,0
351_1928_0,0
307_1468_0,0
905_1656_0,0
1045_1728_0,0
796_1900_0,0
400_1529_0,0
736_1927_0,0
176_1264_0,0
578_1875_0,0
569_1748_1,1
927_1991_0,0
419_1416_0,0
1000_1543_0,0
674_1868_0,0
1057_1153_0,0
1020_1163_0,0
556_1141_0,0
1016_1589_0,0
428_1720_0,0
719_1894_0,0
152_1272_0,0
711_1780_0,0
249_1263_0,0
61_1379_0,0
998_1626_0,0
377_1413_0,0
867_2018_0,0
294_1221_0,0
750_1806_0,0
477_1701_0,0
666_1381_0,0
915_2150_0,0
371_1886_0,0
1022_1424_0,0
1061_1712_0,0
268_2161_0,0
1073_1705_1,1
870_1939_0,0
401_1716_0,0
613_1528_0,0
271_1428_0,0
448_1128_0,0
182_1814_0,0
981_2119_1,1
541_2023_0,0
936_2072_1,1
578_2074_0,0
231_1805_0,0
191_1715_0,0
928_2016_0,0
719_1428_0,0
477_1689_0,0
831_1601_1,1
97_1314_0,0
245_1525_0,0
935_2112_0,0
582_2070_0,0
668_1314_1,1
995_1814_0,0
420_1477_0,0
965_2021_0,0
563_1805_0,0
399_1502_1,1
534_1721_0,0
891_1166_0,0
608_1963_0,0
711_2102_0,0
444_1105_0,0
309_1422_0,0
732_1857_0,0
939_1410_0,0
701_1160_0,0
659_1195_0,0
886_1709_0,0
329_1719_0,0
54_1990_0,0
309_1430_0,0
853_1899_0,0
802_1142_0,0
478_1664_0,0
427_1172_0,0
964_2046_0,0
191_1597_0,0
759_1153_0,0
109_1188_0,0
787_1912_0,0
532_1791_0,0
300_1999_0,0
448_1154_0,0
1024_1192_0,0
942_2140_0,0
963_1180_0,0
771_2028_0,0
41_1803_0,0
63_1389_0,0
562_1824_0,0
505_1765_0,0
268_1426_0,0
422_1357_0,0
475_1758_0,0
277_1387_1,1
626_2146_0,0
365_1340_0,0
904_1928_0,0
371_1691_0,0
684_2065_0,0
505_1645_0,0
205_1356_1,1
112_1440_0,0
765_1220_0,0
928_2050_0,0
470_1663_0,0
534_2094_0,0
899_2147_1,1
729_1156_0,0
646_1970_0,0
317_2146_0,0
551_1676_1,1
569_1801_0,0
169_1410_0,0
948_1624_0,0
614_1811_1,1
688_1926_0,0
762_1613_1,1
611_1984_0,0
903_1619_0,0
1033_1579_1,1
667_1801_0,0
1045_1762_0,0
33_1223_0,0
546_1649_0,0
879_2144_1,1
562_1799_0,0
638_1152_0,0
401_1708_0,0
487_2043_0,0
499_1641_0,0
884_2082_0,0
571_1768_0,0
523_1617_0,0
945_2036_1,1
1023_1571_1,1
281_1598_0,0
734_1946_0,0
684_2159_0,0
18_1927_1,1
11_1259_0,0
395_1821_0,0
540_1670_0,0
422_1385_0,0
1056_2059_0,0
658_1597_0,0
577_2073_0,0
626_1774_0,0
488_1736_0,0
709_1841_0,0
748_1376_0,0
508_1103_0,0
371_1327_0,0
244_1394_1,1
451_1590_0,0
960_2152_0,0
482_1496_0,0
948_1666_0,0
716_1843_0,0
177_1379_0,0
902_1735_0,0
626_1799_0,0
996_2022_0,0
510_1677_0,0
199_1180_0,0
786_1754_0,0
498_1995_0,0
389_1538_1,1
483_1814_0,0
858_1666_0,0
878_1796_0,0
623_1901_0,0
796_1909_0,0
715_1408_0,0
906_1956_0,0
749_1648_0,0
512_1845_0,0
1049_1817_1,1
388_1537_0,0
348_1523_1,1
313_1586_0,0
950_1623_0,0
116_1241_0,0
105_1578_0,0
706_1885_0,0
202_1782_0,0
468_1684_0,0
214_1409_1,1
723_1426_0,0
895_2005_1,1
536_1542_0,0
470_1660_1,1
866_1557_0,0
658_1714_1,1
631_1650_1,1
343_1593_0,0
191_1117_0,0
591_1969_0,0
582_1801_0,0
723_1893_0,0
859_1641_0,0
577_1500_0,0
72_1427_0,0
497_1641_0,0
270_1429_0,0
979_1170_0,0
257_1715_0,0
715_1868_0,0
947_1962_0,0
1052_1791_0,0
961_1168_0,0
364_1491_1,1
578_1962_0,0
1010_1142_0,0
658_1383_0,0
861_1941_0,0
186_1435_0,0
1039_1799_0,0
480_1736_0,0
990_1962_0,0
556_1493_1,1
254_1713_0,0
474_1969_0,0
901_2042_0,0
668_2046_0,0
653_1920_1,1
719_1881_0,0
734_2146_0,0
828_1568_0,0
883_1655_0,0
1019_1197_0,0
517_2007_0,0
769_1369_0,0
863_2133_0,0
660_1751_0,0
369_1549_1,1
924_1513_0,0
524_2035_0,0
487_1928_0,0
324_1992_0,0
941_1743_0,0
734_1841_0,0
160_1321_1,1
874_2071_0,0
961_1314_0,0
534_1223_0,0
782_1830_1,1
928_1491_0,0
68_1306_1,1
61_1389_0,0
1070_1370_0,0
21_1161_0,0
962_1314_0,0
936_2069_0,0
581_2165_0,0
958_1413_0,0
193_1346_1,1
685_1973_0,0
966_1379_0,0
33_1720_0,0
428_1597_0,0
482_1713_0,0
531_1380_0,0
248_1407_0,0
1029_1091_0,0
343_1656_0,0
841_1908_0,0
778_1708_0,0
576_1662_0,0
847_1899_0,0
800_1481_0,0
478_1711_0,0
529_2064_0,0
551_1845_0,0
615_1383_0,0
1076_1651_1,1
1039_1878_0,0
41_1804_0,0
692_1864_0,0
729_1172_0,0
963_2045_0,0
1039_2031_0,0
844_1908_0,0
666_1714_0,0
234_1347_0,0
884_1992_0,0
281_1599_0,0
479_1373_0,0
1061_1744_0,0
215_1096_0,0
364_1633_0,0
909_2004_1,1
191_1723_0,0
484_1701_0,0
444_1588_0,0
270_1428_0,0
536_1598_0,0
195_1895_0,0
306_1421_0,0
496_1481_0,0
42_1862_0,0
673_1989_0,0
330_1139_1,1
843_1907_0,0
536_1717_0,0
195_1571_0,0
922_2087_0,0
72_1428_0,0
257_1417_0,0
615_1382_0,0
496_1688_0,0
659_1347_0,0
432_1770_0,0
948_1928_0,0
934_2112_0,0
365_1274_0,0
742_1982_0,0
551_1380_0,0
191_1806_0,0
721_1476_0,0
1020_1521_1,1
36_1725_0,0
971_1484_0,0
850_1749_0,0
569_1729_0,0
665_1666_0,0
851_1900_0,0
870_1940_0,0
124_1413_0,0
482_1993_0,0
192_1220_1,1
531_1274_0,0
418_1118_0,0
234_1751_0,0
716_1913_0,0
403_1764_0,0
365_1648_0,0
94_1314_0,0
591_1841_0,0
94_1171_0,0
616_1384_0,0
880_1975_0,0
668_1168_0,0
427_1529_0,0
11_1116_1,1
177_1240_1,1
637_1774_0,0
496_2018_0,0
568_1768_0,0
134_1284_1,1
477_1557_0,0
560_1765_0,0
904_2140_0,0
446_1496_0,0
365_1439_0,0
428_1719_0,0
875_1481_0,0
329_1598_0,0
548_1677_0,0
131_1584_0,0
67_1436_0,0
1073_1612_0,0
426_1546_0,0
869_1711_0,0
851_1909_0,0
903_1873_0,0
886_2008_0,0
250_1403_0,0
901_2094_0,0
587_1699_1,1
177_1770_0,0
365_1376_0,0
558_1819_0,0
498_1321_0,0
750_1722_0,0
1039_1931_0,0
586_1533_1,1
478_1496_0,0
63_1154_0,0
843_1758_0,0
578_1626_0,0
601_1522_1,1
710_1972_0,0
839_1900_0,0
597_1814_0,0
483_1809_0,0
650_1768_0,0
1005_1754_0,0
901_2008_0,0
61_1241_0,0
639_1973_0,0
365_1525_1,1
14_1279_1,1
690_1869_0,0
197_2153_0,0
54_1386_0,0
802_1146_0,0
591_1781_0,0
177_1141_0,0
912_2098_0,0
291_1880_0,0
658_1542_0,0
1012_1381_0,0
345_1254_0,0
258_1805_0,0
401_1806_0,0
488_2008_0,0
968_1995_0,0
640_1463_1,1
377_2110_0,0
848_1757_0,0
842_1623_0,0
459_1587_0,0
912_2090_0,0
351_1735_0,0
257_1382_1,1
242_1528_0,0
234_2136_0,0
11_1261_0,0
532_1994_0,0
598_1371_0,0
759_1241_0,0
107_1423_0,0
947_1666_0,0
797_1318_0,0
851_1897_0,0
577_2043_0,0
693_1869_0,0
429_1595_1,1
371_1664_0,0
595_1719_0,0
904_1593_0,0
922_2088_0,0
1061_1624_0,0
1022_1567_0,0
372_2136_0,0
387_1537_1,1
614_1322_0,0
904_1500_0,0
487_1875_0,0
963_1088_0,0
521_1814_0,0
486_1633_1,1
849_1609_0,0
919_2092_0,0
842_1709_0,0
795_1897_0,0
826_1376_0,0
758_1765_0,0
353_1156_0,0
466_1684_1,1
362_1560_0,0
57_1515_0,0
303_1508_1,1
597_1668_0,0
486_1491_0,0
455_1532_0,0
122_1210_1,1
853_1907_0,0
269_1428_0,0
750_1714_0,0
66_1240_0,0
391_1596_0,0
618_2053_0,0
148_1223_1,1
595_1716_0,0
750_1688_0,0
136_1285_0,0
688_1709_0,0
577_1626_0,0
625_2151_1,1
989_1814_0,0
97_1171_0,0
901_1618_0,0
839_1909_0,0
667_1745_0,0
615_1384_0,0
535_1382_0,0
777_1304_0,0
596_2042_0,0
805_1768_0,0
513_1675_0,0
551_1677_0,0
661_1753_1,1
1000_1715_0,0
262_1418_1,1
893_2142_0,0
111_2045_0,0
834_2173_0,0
66_1128_0,0
422_1539_0,0
204_1477_0,0
485_1664_0,0
88_1156_0,0
790_1222_0,0
768_2081_0,0
579_1919_0,0
959_1423_0,0
40_1304_0,0
161_1175_0,0
964_1337_0,0
655_1960_0,0
978_1484_1,1
849_1906_0,0
63_1153_0,0
770_1704_1,1
481_1736_0,0
902_1592_0,0
886_1987_0,0
414_1650_0,0
541_1595_0,0
888_1351_1,1
459_1588_0,0
124_2110_0,0
578_1656_0,0
929_2022_1,1
641_1790_1,1
483_1873_0,0
169_1439_0,0
631_1781_0,0
901_2074_0,0
289_1095_0,0
767_1621_1,1
1016_1234_0,0
639_1967_0,0
1011_2060_0,0
78_1431_0,0
713_1869_1,1
482_1736_0,0
63_1240_0,0
709_1969_0,0
869_1809_0,0
33_1116_0,0
67_1505_0,0
445_1541_0,0
18_1304_0,0
849_1909_0,0
755_1283_0,0
1020_1102_0,0
117_1107_1,1
262_1274_0,0
843_1904_0,0
577_1713_0,0
647_1817_0,0
122_1197_0,0
803_1675_0,0
631_1913_0,0
290_1428_0,0
267_1426_0,0
902_2140_0,0
584_1742_1,1
596_2008_0,0
21_1206_0,0
530_1791_0,0
1069_2172_1,1
254_1481_0,0
470_1659_0,0
965_2056_0,0
546_1799_1,1
902_1687_0,0
629_1554_0,0
454_2061_0,0
562_2146_0,0
31_1123_1,1
88_1379_0,0
902_1818_0,0
72_1190_0,0
63_1206_0,0
33_1719_0,0
480_2043_0,0
38_1431_0,0
87_1292_1,1
452_1698_0,0
621_1762_0,0
868_1514_0,0
843_1903_0,0
447_1991_0,0
349_1320_0,0
217_1455_0,0
807_1212_0,0
79_1497_0,0
580_2165_0,0
947_2076_0,0
6_1273_1,1
915_2088_0,0
675_1975_0,0
522_2020_0,0
485_1619_0,0
165_1156_0,0
38_1476_0,0
911_1483_0,0
512_1676_0,0
401_1383_0,0
756_1641_0,0
550_1958_0,0
529_1675_0,0
20_1388_0,0
136_1515_0,0
436_1084_1,1
331_1467_1,1
281_1689_0,0
814_1413_0,0
527_1550_1,1
565_1805_0,0
445_1655_0,0
488_2073_0,0
540_1726_1,1
252_1496_0,0
733_1927_0,0
852_1903_0,0
132_1701_0,0
326_1630_0,0
637_1878_0,0
360_1651_0,0
934_2169_0,0
499_1925_0,0
742_1916_0,0
1061_1593_0,0
759_1174_0,0
626_1840_0,0
11_1417_0,0
490_2082_0,0
274_1445_1,1
480_2008_0,0
414_2115_0,0
181_1656_0,0
536_1229_0,0
356_1942_1,1
326_1678_0,0
124_1454_1,1
619_2070_0,0
632_1840_0,0
645_1718_0,0
257_1543_0,0
376_1426_0,0
964_1183_0,0
845_1899_0,0
361_1440_1,1
515_2006_0,0
421_1406_0,0
882_1971_0,0
578_1993_0,0
457_1589_0,0
222_1334_1,1
61_1128_1,1
573_1749_0,0
492_2094_0,0
854_1776_0,0
533_1948_0,0
710_1964_0,0
365_1327_0,0
616_1597_0,0
900_1707_0,0
472_1755_1,1
789_2018_0,0
624_1670_0,0
555_1325_0,0
962_1170_0,0
550_1957_1,1
1077_1473_1,1
330_1132_0,0
306_1483_0,0
38_1881_0,0
987_1731_0,0
964_2021_0,0
966_1141_0,0
545_1798_1,1
900_1251_0,0
706_1730_0,0
896_1704_0,0
328_2067_1,1
584_1750_0,0
1019_1163_0,0
935_1100_0,0
994_1187_1,1
536_1383_0,0
1056_2072_0,0
33_1678_0,0
742_2158_0,0
845_1758_0,0
452_1589_0,0
490_1962_0,0
155_1322_1,1
846_1909_0,0
173_1691_0,0
79_1527_0,0
479_1519_1,1
1000_1221_0,0
883_1992_1,1
565_1292_0,0
535_1719_0,0
988_1619_0,0
281_1708_0,0
884_1809_0,0
275_1620_0,0
907_1668_0,0
799_1146_0,0
748_1701_0,0
33_1597_0,0
577_1591_0,0
440_1588_0,0
676_2065_0,0
659_1751_0,0
867_2094_0,0
430_1308_1,1
750_1382_0,0
791_1711_0,0
27_1994_0,0
487_2082_0,0
963_1170_0,0
195_1355_0,0
382_1548_0,0
578_1713_0,0
529_1274_0,0
907_1620_0,0
310_2038_1,1
536_1103_0,0
922_2092_0,0
620_1840_0,0
480_1993_0,0
184_1363_1,1
244_1410_0,0
480_1874_0,0
568_1777_0,0
676_1972_0,0
737_1964_0,0
401_1597_0,0
597_1656_0,0
441_1588_0,0
451_1588_1,1
512_1948_0,0
165_1242_0,0
1002_1744_0,0
674_1870_0,0
265_1198_1,1
496_1623_0,0
826_1327_0,0
199_1169_0,0
992_2022_0,0
42_1894_0,0
285_1754_0,0
852_1904_0,0
857_1650_0,0
111_1314_0,0
225_1344_0,0
463_1567_0,0
790_1720_0,0
143_1701_0,0
521_2018_0,0
577_1874_0,0
555_1204_0,0
257_1722_0,0
880_1964_0,0
619_1749_0,0
877_1194_0,0
475_2119_0,0
17_1929_0,0
132_1257_1,1
903_2043_0,0
541_1674_0,0
349_2016_0,0
428_1381_0,0
108_1398_0,0
580_1775_1,1
177_1156_0,0
565_1395_0,0
268_1428_0,0
523_1557_0,0
12_1222_0,0
367_1307_0,0
903_1814_0,0
575_1711_0,0
1038_1913_0,0
143_1689_0,0
844_1896_0,0
1016_2042_0,0
960_2009_1,1
716_2146_0,0
597_2018_0,0
498_1654_0,0
487_1712_0,0
902_1619_0,0
1052_1676_0,0
67_1458_0,0
684_1975_1,1
971_1760_0,0
477_1926_0,0
251_1719_0,0
198_1584_0,0
615_1543_0,0
87_1144_0,0
709_2146_0,0
979_2131_1,1
902_2075_0,0
997_1917_0,0
776_1650_0,0
842_1818_0,0
1057_1390_0,0
254_1962_0,0
471_1590_0,0
644_1543_0,0
21_1145_0,0
291_1476_1,1
354_1275_0,0
599_1610_1,1
1004_1084_0,0
835_1163_0,0
366_1099_0,0
371_1993_0,0
51_1137_1,1
846_1904_0,0
911_1421_0,0
289_1086_0,0
1040_2047_0,0
790_1716_0,0
931_2112_0,0
795_1906_0,0
422_1477_1,1
426_1324_0,0
986_1713_0,0
537_1659_0,0
986_1926_0,0
506_1638_0,0
527_1467_0,0
916_2150_0,0
719_1862_0,0
864_1585_1,1
989_1989_0,0
433_1169_0,0
129_1109_0,0
1056_2169_1,1
1012_1717_0,0
886_1666_0,0
204_1385_0,0
878_1776_0,0
585_1742_0,0
623_1905_0,0
490_1623_1,1
240_1447_1,1
1001_1255_0,0
691_1870_0,0
285_1203_1,1
709_1774_0,0
96_1337_0,0
695_1984_0,0
580_1745_0,0
962_2047_0,0
904_2082_0,0
231_1433_1,1
1001_1666_0,0
545_1649_0,0
685_1921_0,0
844_1907_0,0
702_2063_0,0
481_1873_0,0
364_1490_0,0
737_2103_0,0
131_1515_0,0
838_1371_0,0
1062_1662_0,0
847_1902_0,0
477_2042_0,0
501_1641_0,0
891_1353_0,0
533_1791_0,0
772_1824_0,0
665_1723_0,0
432_1379_0,0
996_2037_0,0
142_1255_0,0
1053_2033_0,0
904_2042_0,0
821_1511_1,1
529_1791_1,1
544_1841_0,0
652_1980_0,0
1016_1593_0,0
670_1691_0,0
844_1899_0,0
1023_1210_0,0
805_2053_0,0
582_1762_0,0
191_1132_0,0
668_1182_0,0
1002_1618_0,0
43_1252_0,0
986_1610_0,0
798_1318_0,0
181_1620_0,0
1075_2028_0,0
616_1806_0,0
471_1698_0,0
329_1721_0,0
1038_1781_0,0
934_2069_0,0
623_1909_0,0
191_1259_0,0
208_1335_0,0
910_1491_0,0
510_1747_1,1
686_1814_1,1
520_2020_0,0
547_1842_0,0
530_1995_0,0
778_1716_0,0
927_1491_0,0
428_1708_0,0
57_1285_0,0
292_1469_1,1
594_1698_0,0
548_1630_0,0
490_2094_0,0
596_1730_0,0
192_1222_0,0
343_1557_0,0
418_1247_0,0
1044_1151_0,0
496_1618_0,0
530_1433_0,0
862_2069_0,0
651_1745_0,0
500_1960_0,0
950_1713_0,0
116_1128_0,0
826_2140_0,0
914_2088_0,0
307_1467_0,0
354_1189_0,0
828_1585_0,0
998_1625_1,1
80_1833_0,0
995_1418_0,0
77_1194_1,1
492_1743_0,0
1012_1718_0,0
737_1971_0,0
45_1279_0,0
960_1413_0,0
867_1809_0,0
431_1146_0,0
1006_2135_1,1
717_1252_0,0
332_1319_0,0
569_1745_0,0
101_1095_0,0
808_1592_0,0
334_1860_0,0
851_1759_0,0
489_1576_1,1
549_1677_1,1
562_1878_0,0
387_1506_0,0
480_1669_0,0
836_2116_0,0
161_1423_0,0
858_1962_0,0
33_1132_1,1
666_1723_0,0
347_1438_0,0
596_1666_0,0
204_1621_0,0
252_1527_0,0
72_1431_0,0
845_1905_0,0
445_2042_0,0
870_2112_0,0
812_1986_1,1
963_1166_0,0
133_1233_1,1
772_1946_0,0
942_1668_0,0
621_1745_0,0
948_1593_0,0
432_1389_0,0
620_1649_0,0
487_1818_0,0
767_1539_0,0
499_1638_1,1
226_1541_0,0
848_1777_0,0
573_1728_0,0
471_1756_1,1
445_1689_0,0
293_1169_0,0
484_1541_0,0
1056_2069_0,0
198_1287_0,0
118_1226_1,1
685_2158_0,0
484_1623_0,0
796_1906_0,0
250_1958_0,0
688_2094_0,0
329_1714_0,0
979_1248_0,0
739_1807_0,0
115_1130_0,0
520_1618_0,0
1038_1878_0,0
289_1423_1,1
544_1799_0,0
575_1873_0,0
325_1649_1,1
421_1385_1,1
352_1227_0,0
645_1719_0,0
672_1897_0,0
947_2018_0,0
110_2021_0,0
454_1636_0,0
974_1764_0,0
74_1952_0,0
67_1398_1,1
492_1669_0,0
924_2086_0,0
729_1134_0,0
891_1354_0,0
920_2090_1,1
941_1501_0,0
504_1643_0,0
548_1595_0,0
43_2161_0,0
65_1242_0,0
674_1866_0,0
778_1597_0,0
28_1129_1,1
197_1990_0,0
227_1329_0,0
910_1183_0,0
453_1589_1,1
482_1656_0,0
706_1660_0,0
878_1740_0,0
444_1661_0,0
998_1926_0,0
425_1833_1,1
880_2159_0,0
759_1154_0,0
858_1709_0,0
943_1842_0,0
632_1732_0,0
473_1650_0,0
545_1816_0,0
257_1598_0,0
632_2031_0,0
351_1926_0,0
575_1670_0,0
568_1796_0,0
627_1555_0,0
502_1765_0,0
680_1767_0,0
740_2028_0,0
444_1590_0,0
480_1701_0,0
454_1588_0,0
765_1223_0,0
33_1261_0,0
1061_2140_0,0
444_2060_0,0
854_1777_0,0
943_2031_1,1
904_1623_0,0
701_1912_0,0
33_1679_0,0
153_1722_0,0
371_1928_0,0
368_1549_0,0
520_1809_0,0
928_2055_0,0
480_1709_0,0
995_1656_0,0
500_1925_0,0
454_1587_1,1
685_1982_1,1
913_2097_0,0
366_1567_0,0
662_1517_0,0
688_1618_0,0
1045_1768_0,0
458_1589_0,0
758_2023_0,0
902_1875_0,0
869_2018_1,1
1008_1398_0,0
842_1962_0,0
523_1618_0,0
1031_1915_0,0
569_1796_0,0
897_1706_0,0
96_1314_0,0
671_1896_0,0
797_1148_0,0
842_1618_0,0
623_1904_0,0
658_1718_0,0
1039_1841_0,0
849_1759_0,0
386_1999_0,0
595_1708_0,0
1061_1500_0,0
720_1431_0,0
891_1490_0,0
440_1636_0,0
688_1962_0,0
562_1931_0,0
180_1477_0,0
919_2087_0,0
596_1688_1,1
907_1987_0,0
231_1844_0,0
901_1481_0,0
354_1285_0,0
831_1532_0,0
959_1084_0,0
351_1814_0,0
796_1901_0,0
1003_1149_0,0
250_1957_0,0
941_1818_0,0
547_1843_0,0
758_1692_0,0
389_1537_0,0
123_1475_0,0
901_2018_0,0
776_1649_0,0
950_1626_0,0
742_1975_0,0
181_1709_0,0
213_1401_0,0
718_1881_0,0
1057_1154_0,0
578_1736_1,1
1003_1440_0,0
512_1746_1,1
964_1166_0,0
352_1188_0,0
671_1907_0,0
463_1091_0,0
535_1222_0,0
687_1766_0,0
875_1617_0,0
731_1927_0,0
719_1893_0,0
190_1349_1,1
289_1173_0,0
723_1429_0,0
388_1538_0,0
551_1948_0,0
804_1762_0,0
692_1871_0,0
564_1395_0,0
706_1589_0,0
63_1128_0,0
192_1719_0,0
660_1754_1,1
254_1527_0,0
143_1340_0,0
524_2036_0,0
839_1759_0,0
578_2073_0,0
805_1801_0,0
199_1448_0,0
683_1973_0,0
632_1945_0,0
407_1568_0,0
884_1712_0,0
367_1184_0,0
562_1650_0,0
477_1688_0,0
927_2016_0,0
1038_1946_0,0
546_1781_0,0
947_1619_0,0
1028_1091_0,0
976_2057_0,0
480_1735_0,0
103_1385_0,0
752_1672_0,0
477_2073_0,0
594_1667_0,0
933_2069_0,0
919_2086_0,0
826_1618_0,0
724_1977_1,1
502_1925_0,0
585_1750_0,0
135_1083_0,0
1077_1178_0,0
620_1913_0,0
540_1956_0,0
916_2088_0,0
582_1777_0,0
988_1736_0,0
964_1169_0,0
199_1337_0,0
990_1711_0,0
54_1991_0,0
716_1968_0,0
231_1292_0,0
902_1557_0,0
296_1107_0,0
802_1143_0,0
510_2022_0,0
986_2008_0,0
738_1973_0,0
964_2045_0,0
854_1757_0,0
642_1119_0,0
109_1189_0,0
450_1836_1,1
496_1701_0,0
352_1189_0,0
734_1732_0,0
200_1341_0,0
765_1543_0,0
529_1676_0,0
778_1384_0,0
1063_1514_0,0
712_1865_0,0
927_2056_0,0
800_1503_0,0
406_1710_0,0
958_1454_0,0
997_2121_0,0
778_1714_0,0
963_2046_0,0
330_1117_0,0
1040_1088_0,0
207_1301_1,1
739_1652_0,0
814_2152_1,1
231_1395_0,0
591_1738_1,1
343_2073_0,0
714_1840_0,0
840_1609_0,0
362_1553_0,0
966_1651_0,0
850_1776_0,0
65_1154_1,1
623_1908_0,0
533_1844_0,0
557_1819_0,0
846_1908_0,0
953_1827_0,0
446_1656_0,0
948_1625_0,0
234_1752_0,0
464_1766_0,0
1061_1956_0,0
518_1487_1,1
248_1408_1,1
484_1873_0,0
799_1234_1,1
686_2094_0,0
637_2031_0,0
343_1744_0,0
44_1427_0,0
1003_1737_0,0
545_1774_0,0
678_1974_0,0
903_1712_0,0
924_2090_0,0
126_1211_1,1
765_2157_0,0
755_1652_0,0
564_1805_1,1
941_1666_0,0
1038_2146_0,0
230_1408_0,0
338_1265_0,0
998_1735_0,0
452_1332_0,0
721_2161_0,0
559_1197_0,0
36_1144_0,0
115_1206_1,1
192_1223_0,0
961_1088_0,0
542_2006_0,0
548_1747_0,0
562_1913_0,0
496_1873_0,0
185_1291_0,0
709_1840_0,0
796_1759_0,0
261_1752_0,0
428_1599_0,0
874_1793_0,0
567_2070_0,0
1045_1777_0,0
609_2165_0,0
729_1174_1,1
685_2103_0,0
184_1943_0,0
505_1644_0,0
83_1133_0,0
984_1682_0,0
499_1640_0,0
867_1619_0,0
995_1340_0,0
291_1893_0,0
710_1975_0,0
931_2059_0,0
927_1182_0,0
533_1961_1,1
556_1242_0,0
545_1824_0,0
469_1824_0,0
826_1617_0,0
829_1461_0,0
136_1275_0,0
808_1170_0,0
880_1982_0,0
251_1220_0,0
483_1926_0,0
1012_1382_0,0
571_1776_0,0
907_1500_0,0
794_1872_0,0
714_1969_0,0
343_1814_0,0
48_1161_1,1
688_1666_0,0
1040_2021_1,1
549_1845_0,0
854_1796_0,0
482_1664_0,0
794_1593_0,0
729_1141_0,0
733_1857_0,0
706_1886_0,0
43_1476_0,0
492_1501_0,0
403_1484_0,0
735_1857_0,0
570_1777_0,0
536_1543_0,0
470_1661_0,0
776_1913_0,0
1064_1305_0,0
403_1449_0,0
43_1894_1,1
587_1213_0,0
573_1757_0,0
16_1965_0,0
921_2150_0,0
535_1708_0,0
291_1883_0,0
591_1968_0,0
964_2016_0,0
948_2042_0,0
659_1517_0,0
496_1528_0,0
1000_1708_0,0
859_1640_0,0
686_1618_0,0
53_1143_1,1
715_1869_0,0
961_1169_0,0
858_2018_0,0
484_1669_0,0
947_1818_0,0
511_2022_0,0
1072_1185_1,1
568_1762_0,0
484_1689_0,0
1045_1749_0,0
626_1878_0,0
756_1960_0,0
